timestep,person_id,from_location_id,from_location_type,to_location_id,to_location_type,movement_reason,person_age,person_sex,is_infectious,is_symptomatic,is_masked,from_occupancy,to_occupancy,to_capacity
58920,69,37,facility,21,facility,normal,17,0,False,False,True,3,5,100
58920,68,6,facility,21,facility,normal,63,1,False,False,False,1,6,100
58920,66,20,facility,21,facility,normal,60,1,False,False,False,10,7,100
58920,73,21,facility,21,facility,normal,23,1,False,False,False,7,7,100
58920,38,21,facility,21,facility,normal,38,1,False,False,False,7,7,100
58920,47,21,facility,21,facility,normal,72,1,False,False,True,7,7,100
58920,134,25,facility,22,facility,normal,15,1,False,False,True,9,2,40
58920,161,20,facility,22,facility,normal,45,1,False,False,True,9,3,40
58920,107,15,facility,22,facility,normal,5,1,False,False,True,1,4,40
58920,60,30,facility,22,facility,normal,15,0,False,False,False,4,5,40
58920,149,22,facility,22,facility,normal,29,1,False,False,True,5,5,40
58920,2,2,facility,22,facility,normal,25,0,False,False,True,14,6,40
58920,34,16,household,22,facility,normal,2,0,False,False,False,0,7,40
58920,175,25,facility,25,facility,normal,60,0,False,False,True,9,9,50
58920,135,2,facility,25,facility,normal,9,1,False,False,True,13,10,50
58920,139,25,facility,25,facility,normal,18,1,False,False,True,10,10,50
58920,156,25,facility,25,facility,normal,25,1,False,False,True,10,10,50
58920,23,25,facility,25,facility,normal,23,1,False,False,False,10,10,50
58920,80,25,facility,25,facility,normal,38,1,False,False,True,10,10,50
58920,64,25,facility,25,facility,normal,17,0,False,False,True,10,10,50
58920,77,25,facility,25,facility,normal,43,0,False,False,True,10,10,50
58920,72,20,facility,25,facility,normal,16,0,False,False,True,8,11,50
58920,54,25,facility,25,facility,normal,16,0,False,False,False,11,11,50
58920,26,25,facility,25,facility,normal,5,0,False,False,False,11,11,50
58920,25,28,facility,28,facility,normal,47,1,False,False,False,2,2,40
58920,16,28,facility,28,facility,normal,8,0,False,False,True,2,2,40
58920,94,29,facility,29,facility,normal,48,1,False,False,True,2,2,60
58920,96,29,facility,29,facility,normal,74,0,False,False,False,2,2,60
58920,147,11,facility,30,facility,normal,44,1,False,False,False,9,5,70
58920,103,30,facility,30,facility,normal,14,1,False,False,True,5,5,70
58920,158,88,household,30,facility,normal,37,1,False,False,False,1,6,70
58920,166,30,facility,30,facility,normal,73,1,False,False,True,6,6,70
58920,92,30,facility,30,facility,normal,64,1,False,False,True,6,6,70
58920,122,30,facility,30,facility,normal,1,1,False,False,True,6,6,70
58920,130,32,facility,33,facility,normal,40,0,False,False,True,0,2,30
58920,95,33,facility,33,facility,normal,17,0,False,False,True,2,2,30
58920,104,14,facility,34,facility,normal,11,0,False,False,False,12,2,50
58920,116,36,facility,34,facility,normal,72,1,False,False,False,0,3,50
58920,56,34,facility,34,facility,normal,38,0,False,False,False,3,3,50
58920,159,20,facility,35,facility,normal,19,1,False,False,False,7,1,100
58920,30,12,facility,35,facility,normal,57,0,False,False,True,10,2,100
58920,79,38,household,36,facility,normal,37,0,False,False,True,0,1,30
58920,169,91,household,36,facility,normal,18,0,False,False,True,2,2,30
58920,154,84,household,37,facility,normal,62,1,False,False,False,1,4,60
58920,127,37,facility,37,facility,normal,27,1,False,False,False,4,4,60
58920,32,37,facility,37,facility,normal,9,1,False,False,True,4,4,60
58920,19,37,facility,37,facility,normal,29,1,False,False,False,4,4,60
58920,87,11,facility,37,facility,normal,20,0,False,False,False,8,5,60
58980,11,13,facility,6,household,normal,3,1,False,False,False,20,1,-1
58980,12,12,facility,7,household,normal,31,0,False,False,True,9,1,-1
58980,35,11,facility,16,household,normal,62,0,False,False,False,7,1,-1
58980,46,13,facility,22,household,normal,70,0,False,False,False,19,1,-1
